PM_ID	Title	Abstract	Journal	Year	PMC_ID	DOI	Type	Author
25326299	Enhancing Terpene yield from sugars via novel routes to 1-deoxy-d-xylulose 5-phosphate.	Terpene synthesis in the majority of bacterial species, together with plant plastids, takes place via the 1-deoxy-d-xylulose 5-phosphate (DXP) pathway. The first step of this pathway involves the condensation of pyruvate and glyceraldehyde 3-phosphate by DXP synthase (Dxs), with one-sixth of the carbon lost as CO2. A hypothetical novel route from a pentose phosphate to DXP (nDXP) could enable a more direct pathway from C5 sugars to terpenes and also circumvent regulatory mechanisms that control Dxs, but there is no enzyme known that can convert a sugar into its 1-deoxy equivalent. Employing a selection for complementation of a dxs deletion in Escherichia coli grown on xylose as the sole carbon source, we uncovered two candidate nDXP genes. Complementation was achieved either via overexpression of the wild-type E. coli yajO gene, annotated as a putative xylose reductase, or via various mutations in the native ribB gene. In vitro analysis performed with purified YajO and mutant RibB proteins revealed that DXP was synthesized in both cases from ribulose 5-phosphate (Ru5P). We demonstrate the utility of these genes for microbial terpene biosynthesis by engineering the DXP pathway in E. coli for production of the sesquiterpene bisabolene, a candidate biodiesel. To further improve flux into the pathway from Ru5P, nDXP enzymes were expressed as fusions to DXP reductase (Dxr), the second enzyme in the DXP pathway. Expression of a Dxr-RibB(G108S) fusion improved bisabolene titers more than 4-fold and alleviated accumulation of intracellular DXP.	Applied and environmental microbiology	2015	4272731.0	10.1128/AEM.02920-14	Journal Article,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:James,LastName:Kirby] [ForeName:Minobu,LastName:Nishimoto] [ForeName:Ruthie W N,LastName:Chow] [ForeName:Edward E K,LastName:Baidoo] [ForeName:George,LastName:Wang] [ForeName:Joel,LastName:Martin] [ForeName:Wendy,LastName:Schackwitz] [ForeName:Rossana,LastName:Chan] [ForeName:Jeffrey L,LastName:Fortman] [ForeName:Jay D,LastName:Keasling]
9627403	Bioconversion of fumaric acid to succinic acid by recombinant E. coli.	Succinic acid was produced efficiently from fumaric acid by a recombinant E. coli strain DH5 alpha/pGC1002 containing multicopy fumarate reductase genes. The effects of initial fumaric acid and glucose concentration on the production of succinic acid were investigated. Succinic acid reached 41 to over 60 g/L in 48.5 h starting with 50 to 64 g/L fumaric acid. Significant substrate inhibition was observed at initial fumaric acid concentration of 90 g/L. L-Malic acid became the major fermentation product under these conditions. Provision of glucose (5-30 g/L) to the fermentation medium stimulated the initial succinic acid production rate over two folds.	Applied biochemistry and biotechnology	1998		10.1007/BF02920202	Journal Article,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:X,LastName:Wang] [ForeName:C S,LastName:Gong] [ForeName:G T,LastName:Tsao]
17158319	Engineering yeast transcription machinery for improved ethanol tolerance and production.	Global transcription machinery engineering (gTME) is an approach for reprogramming gene transcription to elicit cellular phenotypes important for technological applications. Here we show the application of gTME to Saccharomyces cerevisiae for improved glucose/ethanol tolerance, a key trait for many biofuels programs. Mutagenesis of the transcription factor Spt15p and selection led to dominant mutations that conferred increased tolerance and more efficient glucose conversion to ethanol. The desired phenotype results from the combined effect of three separate mutations in the SPT15 gene [serine substituted for phenylalanine (Phe(177)Ser) and, similarly, Tyr(195)His, and Lys(218)Arg]. Thus, gTME can provide a route to complex phenotypes that are not readily accessible by traditional methods.	Science (New York, N.Y.)	2006		10.1126/science.1131969	Journal Article,Research Support, N.I.H., Extramural,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:Hal,LastName:Alper] [ForeName:Joel,LastName:Moxley] [ForeName:Elke,LastName:Nevoigt] [ForeName:Gerald R,LastName:Fink] [ForeName:Gregory,LastName:Stephanopoulos]
26111796	Engineering Escherichia coli coculture systems for the production of biochemical products.	Engineering microbial consortia to express complex biosynthetic pathways efficiently for the production of valuable compounds is a promising approach for metabolic engineering and synthetic biology. Here, we report the design, optimization, and scale-up of an Escherichia coli-E. coli coculture that successfully overcomes fundamental microbial production limitations, such as high-level intermediate secretion and low-efficiency sugar mixture utilization. For the production of the important chemical cis,cis-muconic acid, we show that the coculture approach achieves a production yield of 0.35 g/g from a glucose/xylose mixture, which is significantly higher than reported in previous reports. By efficiently producing another compound, 4-hydroxybenzoic acid, we also demonstrate that the approach is generally applicable for biosynthesis of other important industrial products.	Proceedings of the National Academy of Sciences of the United States of America	2015	4500268.0	10.1073/pnas.1506781112	Journal Article,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:Haoran,LastName:Zhang] [ForeName:Brian,LastName:Pereira] [ForeName:Zhengjun,LastName:Li] [ForeName:Gregory,LastName:Stephanopoulos]
25788017	Enhanced production of branched-chain fatty acids by replacing β-ketoacyl-(acyl-carrier-protein) synthase III (FabH).	Branched-chain fatty acids (BCFAs) are important precursors for the production of advanced biofuels with improved cold-flow properties. Previous efforts in engineering type II fatty acid synthase (FAS) for BCFA production suffered from low titers and/or the co-production of a large amount of straight-chain fatty acids (SCFAs), making it nearly impossible for further conversion of BCFAs to branched biofuels. Synthesis of both SCFAs and BCFAs requires FabH, the only β-ketoacyl-(acyl-carrier-protein) synthase in Escherichia coli that catalyzes the initial condensation reaction between malonyl-ACP and a short-chain acyl-CoA. In this study, we demonstrated that replacement of the acetyl-CoA-specific E. coli FabH with a branched-chain-acyl-CoA-specific FabH directed the flux to the synthesis of BCFAs, resulting in a significant enhancement in BCFA titer compared to a strain containing both acetyl-CoA- and branched-chain-acyl-CoA-specific FabHs. We further demonstrated that the composition of BCFAs can be tuned by engineering the upstream pathway to control the supply of different branched-chain acyl-CoAs, leading to the production either even-chain-iso-, odd-chain-iso-, or odd-chain-anteiso-BCFAs separately. Overall, the top-performing strain from this study produced BCFAs at 126 mg/L, comprising 52% of the total free fatty acids.	Biotechnology and bioengineering	2015		10.1002/bit.25583	Journal Article,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:Wen,LastName:Jiang] [ForeName:Yanfang,LastName:Jiang] [ForeName:Gayle J,LastName:Bentley] [ForeName:Di,LastName:Liu] [ForeName:Yi,LastName:Xiao] [ForeName:Fuzhong,LastName:Zhang]
25650075	Dual synthetic pathway for 3-hydroxypropionic acid production in engineered Escherichia coli.	3-Hydroxypropionic acid (3-HP) is an important platform C3 chemical; production of 3-HP in recombinant Escherichia coli by synthetic pathways has been the focus of a lot of research. When glycerol is used as a substrate to produce 3-HP in E. coli, only the ALDH pathway (employing aldehyde dehydrogenase (ALDH) for conversion of 3-hydroxypropionaldehyde (3-HPA) into 3-HP) has been utilized as a synthetic pathway. However, several bacteria (including Klebsiella pneumoniae) are known to have the ability to produce 3-HP by the Pdu pathway (employing the PduP, PduL, and PduW enzymes). Here, we report the production of 3-HP in E. coli by using the Pdu pathway from K. pneumoniae as a synthetic pathway. Moreover, a strain harboring a dual synthetic pathways (ALDH and Pdu) exhibited a 70% increase in 3-HP titer compared to one harboring the ALDH pathway alone (56.1 ± 0.736 mM and 33.1 ± 0.920 mM, respectively). To our knowledge, this is the first report of 3-HP production by E. coli harboring the Pdu pathway, with the dual synthetic pathway showing the highest yield ever reported by batch culture [54.1% (mol/mol)].	Journal of bioscience and bioengineering	2015		10.1016/j.jbiosc.2014.12.023	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Hiroshi,LastName:Honjo] [ForeName:Keigo,LastName:Tsuruno] [ForeName:Tsuneyuki,LastName:Tatsuke] [ForeName:Masaki,LastName:Sato] [ForeName:Taizo,LastName:Hanai]
1622202	Enhancement of 1,3-propanediol production by cofermentation in Escherichia coli expressing Klebsiella pneumoniae dha regulon genes.	1,3-Propanediol (1,3-PD) is an intermediate in chemical and polymer synthesis. We have previously expressed the genes of a biochemical pathway responsible for 1,3-PD production, the dha regulon of Klebsiella pneumoniae, in Escherichia coli. An analysis of the maximum theoretical yield of 1,3-PD from glycerol indicates that the yield can be improved by the cofermentation of sugars, provided that kinetic constraints are overcome. The yield of 1,3-PD from glycerol was improved from 0.46 mol/mol with glycerol alone to 0.63 mol/mol with glucose cofermentation and 0.55 mol/mol with xylose cofermentation. The engineered E. coli also provides a model system for the study of metabolic pathway engineering.	Applied biochemistry and biotechnology	1992		10.1007/BF02920542	Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:I T,LastName:Tong] [ForeName:D C,LastName:Cameron]
25887638	Development of an orthogonal fatty acid biosynthesis system in E. coli for oleochemical production.	Here we report recombinant expression and activity of several type I fatty acid synthases that can function in parallel with the native Escherichia coli fatty acid synthase. Corynebacterium glutamicum FAS1A was the most active in E. coli and this fatty acid synthase was leveraged to produce oleochemicals including fatty alcohols and methyl ketones. Coexpression of FAS1A with the ACP/CoA-reductase Maqu2220 from Marinobacter aquaeolei shifted the chain length distribution of fatty alcohols produced. Coexpression of FAS1A with FadM, FadB, and an acyl-CoA-oxidase from Micrococcus luteus resulted in the production of methyl ketones, although at a lower level than cells using the native FAS. This work, to our knowledge, is the first example of in vivo function of a heterologous fatty acid synthase in E. coli. Using FAS1 enzymes for oleochemical production have several potential advantages, and further optimization of this system could lead to strains with more efficient conversion to desired products. Finally, functional expression of these large enzyme complexes in E. coli will enable their study without culturing the native organisms.	Metabolic engineering	2015		10.1016/j.ymben.2015.04.003	Journal Article,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:Robert W,LastName:Haushalter] [ForeName:Dan,LastName:Groff] [ForeName:Samuel,LastName:Deutsch] [ForeName:Lionadi,LastName:The] [ForeName:Ted A,LastName:Chavkin] [ForeName:Simon F,LastName:Brunner] [ForeName:Leonard,LastName:Katz] [ForeName:Jay D,LastName:Keasling]
26416585	Engineering of high yield production of L-serine in Escherichia coli.	L-serine is a widely used amino acid that has been proposed as a potential building block biochemical. The high theoretical yield from glucose makes a fermentation based production attractive. In order to achieve this goal, serine degradation to pyruvate and glycine in E. coli MG1655 was prevented by deletion of three L-serine deaminases sdaA, sdaB, and tdcG, as well as serine hydroxyl methyl transferase (SHMT) encoded by glyA. Upon overexpression of the serine production pathway, consisting of a feedback resistant version of serA along with serB and serC, this quadruple deletion strain showed a very high serine production yield (0.45 g/g glucose) during small-scale batch fermentation in minimal medium. Serine, however, was found to be highly toxic even at low concentrations to this strain, which lead to slow growth and production during fed batch fermentation, resulting in a serine production of 8.3 g/L. The production strain was therefore evolved by random mutagenesis to achieve increased tolerance towards serine. Additionally, overexpression of eamA, a cysteine/homoserine transporter was demonstrated to increase serine tolerance from 1.6 g/L to 25 g/L. During fed batch fermentation, the resulting strain lead to the serine production titer of 11.7 g/L with yield of 0.43 g/g glucose, which is the highest yield reported so far for any organism.	Biotechnology and bioengineering	2016		10.1002/bit.25844	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Hemanshu,LastName:Mundhada] [ForeName:Konstantin,LastName:Schneider] [ForeName:Hanne Bjerre,LastName:Christensen] [ForeName:Alex Toftgaard,LastName:Nielsen]
25461833	Potential production platform of n-butanol in Escherichia coli.	We proposed a potential production platform of n-butanol in Escherichia coli. First, a butyrate-conversion strain was developed by removal of undesired genes and recruiting endogenous atoDA and Clostridium adhE2. Consequently, this E. coli strain grown on the M9 mineral salt with yeast extract (M9Y) was shown to produce 6.2g/L n-butanol from supplemented butyrate at 36h. The molar conversion yield of n-butanol on butyrate reaches 92%. Moreover, the production platform was advanced by additional inclusion of a butyrate-producing strain. This strain was equipped with a pathway comprising atoDA and heterologous genes for the synthesis of butyrate. Without butyrate, the butyrate-conversion and the butyrate-producing strains were co-cultured in M9Y medium and produced 5.5g/L n-butanol from glucose at 24h. The production yield on glucose accounts for 69% of the theoretical yield. Overall, it indicates a promise of the developed platform for n-butanol production in E. coli.	Metabolic engineering	2015		10.1016/j.ymben.2014.11.001	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Mukesh,LastName:Saini] [ForeName:Min,LastName:Hong Chen] [ForeName:Chung-Jen,LastName:Chiang] [ForeName:Yun-Peng,LastName:Chao]
26109508	Efficient production of indigoidine in Escherichia coli.	Indigoidine is a bacterial natural product with antioxidant and antimicrobial activities. Its bright blue color resembles the industrial dye indigo, thus representing a new natural blue dye that may find uses in industry. In our previous study, an indigoidine synthetase Sc-IndC and an associated helper protein Sc-IndB were identified from Streptomyces chromofuscus ATCC 49982 and successfully expressed in Escherichia coli BAP1 to produce the blue pigment at 3.93 g/l. To further improve the production of indigoidine, in this work, the direct biosynthetic precursor L-glutamine was fed into the fermentation broth of the engineered E. coli strain harboring Sc-IndC and Sc-IndB. The highest titer of indigoidine reached 8.81 ± 0.21 g/l at 1.46 g/l L-glutamine. Given the relatively high price of L-glutamine, a metabolic engineering technique was used to directly enhance the in situ supply of this precursor. A glutamine synthetase gene (glnA) was amplified from E. coli and co-expressed with Sc-indC and Sc-indB in E. coli BAP1, leading to the production of indigoidine at 5.75 ± 0.09 g/l. Because a nitrogen source is required for amino acid biosynthesis, we then tested the effect of different nitrogen-containing salts on the supply of L-glutamine and subsequent indigoidine production. Among the four tested salts including (NH4)2SO4, NH4Cl, (NH4)2HPO4 and KNO3, (NH4)2HPO4 showed the best effect on improving the titer of indigoidine. Different concentrations of (NH4)2HPO4 were added to the fermentation broths of E. coli BAP1/Sc-IndC+Sc-IndB+GlnA, and the titer reached the highest (7.08 ± 0.11 g/l) at 2.5 mM (NH4)2HPO4. This work provides two efficient methods for the production of this promising blue pigment in E. coli.	Journal of industrial microbiology & biotechnology	2015		10.1007/s10295-015-1642-5	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Fuchao,LastName:Xu] [ForeName:David,LastName:Gage] [ForeName:Jixun,LastName:Zhan]
26344106	De novo production of resveratrol from glucose or ethanol by engineered Saccharomyces cerevisiae.	Resveratrol is a natural antioxidant compound, used as food supplement and cosmetic ingredient. Microbial production of resveratrol has until now been achieved by supplementation of expensive substrates, p-coumaric acid or aromatic amino acids. Here we engineered the yeast Saccharomyces cerevisiae to produce resveratrol directly from glucose or ethanol via tyrosine intermediate. First we introduced the biosynthetic pathway, consisting of tyrosine ammonia-lyase from Herpetosiphon aurantiacus, 4-coumaryl-CoA ligase from Arabidopsis thaliana and resveratrol synthase from Vitis vinifera, and obtained 2.73 ± 0.05 mg L(-1) resveratrol from glucose. Then we over-expressed feedback-insensitive alleles of ARO4 encoding 3-deoxy-D-arabino-heptulosonate-7-phosphate and ARO7 encoding chorismate mutase, resulting in production of 4.85 ± 0.31 mg L(-1) resveratrol from glucose as the sole carbon source. Next we improved the supply of the precursor malonyl-CoA by over-expressing a post-translational de-regulated version of the acetyl-CoA carboxylase encoding gene ACC1; this strategy further increased resveratrol production to 6.39 ± 0.03 mg L(-1). Subsequently, we improved the strain by performing multiple-integration of pathway genes resulting in resveratrol production of 235.57 ± 7.00 mg L(-1). Finally, fed-batch fermentation of the final strain with glucose or ethanol as carbon source resulted in a resveratrol titer of 415.65 and 531.41 mg L(-1), respectively.	Metabolic engineering	2015		10.1016/j.ymben.2015.08.007	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Mingji,LastName:Li] [ForeName:Kanchana R,LastName:Kildegaard] [ForeName:Yun,LastName:Chen] [ForeName:Angelica,LastName:Rodriguez] [ForeName:Irina,LastName:Borodina] [ForeName:Jens,LastName:Nielsen]
25592545	Production of cinnamic and p-hydroxycinnamic acid from sugar mixtures with engineered Escherichia coli.	The aromatic compounds cinnamic acid (CA) and p-hydroxycinnamic acid (pHCA) are used as flavoring agents as well as precursors of chemicals. These compounds are present in plants at low concentrations, therefore, complex purification processes are usually required to extract the product. An alternative production method for these aromatic acids is based on the use of microbial strains modified by metabolic engineering. These biotechnological processes are usually based on the use of simple sugars like glucose as a raw material. However, sustainable production processes should preferably be based on the use of waste material such as lignocellulosic hydrolysates.	Microbial cell factories	2015	4305220.0	10.1186/s12934-014-0185-1	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Alejandra,LastName:Vargas-Tah] [ForeName:Luz María,LastName:Martínez] [ForeName:Georgina,LastName:Hernández-Chávez] [ForeName:Mario,LastName:Rocha] [ForeName:Alfredo,LastName:Martínez] [ForeName:Francisco,LastName:Bolívar] [ForeName:Guillermo,LastName:Gosset]
25398870	Metabolic engineering of Escherichia coli for the synthesis of the plant polyphenol pinosylvin.	Plant polyphenols are of great interest for drug discovery and drug development since many of these compounds have health-promoting activities as treatments against various diseases, such as diabetes, cancer, or heart diseases. However, the limited availability of polyphenols represents a major obstacle to clinical applications that must be overcome. In comparison to the quantities of these compounds obtained by isolation from natural sources or costly chemical synthesis, the microbial production of these compounds could provide sufficient quantities from inexpensive substrates. In this work, we describe the development of an Escherichia coli platform strain for the production of pinosylvin, a stilbene found in the heartwood of pine trees which could aid in the treatment of various cancers and cardiovascular diseases. Initially, several configurations of the three-step biosynthetic pathway to pinosylvin were constructed from a set of two different enzymes for each enzymatic step. After optimization of gene expression and evaluation of different construct environments, low pinosylvin concentrations up to 3 mg/liter could be detected. Analysis of the precursor supply and a comparative analysis of the intracellular pools of pathway intermediates and product identified the limited malonyl coenzyme A (malonyl-CoA) availability and low stilbene synthase activity in the heterologous host to be the main bottlenecks during pinosylvin production. Addition of cerulenin for increasing intracellular malonyl-CoA pools and the in vivo evolution of the stilbene synthase from Pinus strobus for improved activity in E. coli proved to be the keys to elevated product titers. These measures allowed product titers of 70 mg/liter pinosylvin from glucose, which could be further increased to 91 mg/liter by the addition of l-phenylalanine.	Applied and environmental microbiology	2015	4292501.0	10.1128/AEM.02966-14	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Philana Veronica,LastName:van Summeren-Wesenhagen] [ForeName:Jan,LastName:Marienhagen]
25638686	Multiplex metabolic pathway engineering using CRISPR/Cas9 in Saccharomyces cerevisiae.	CRISPR/Cas9 is a simple and efficient tool for targeted and marker-free genome engineering. Here, we report the development and successful application of a multiplex CRISPR/Cas9 system for genome engineering of up to 5 different genomic loci in one transformation step in baker's yeast Saccharomyces cerevisiae. To assess the specificity of the tool we employed genome re-sequencing to screen for off-target sites in all single knock-out strains targeted by different gRNAs. This extensive analysis identified no more genome variants in CRISPR/Cas9 engineered strains compared to wild-type reference strains. We applied our genome engineering tool for an exploratory analysis of all possible single, double, triple, quadruple and quintuple gene disruption combinations to search for strains with high mevalonate production, a key intermediate for the industrially important isoprenoid biosynthesis pathway. Even though we did not overexpress any genes in the mevalonate pathway, this analysis identified strains with mevalonate titers greater than 41-fold compared to the wild-type strain. Our findings illustrate the applicability of this highly specific and efficient multiplex genome engineering approach to accelerate functional genomics and metabolic engineering efforts.	Metabolic engineering	2015		10.1016/j.ymben.2015.01.008	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Tadas,LastName:Jakočiūnas] [ForeName:Ida,LastName:Bonde] [ForeName:Markus,LastName:Herrgård] [ForeName:Scott J,LastName:Harrison] [ForeName:Mette,LastName:Kristensen] [ForeName:Lasse E,LastName:Pedersen] [ForeName:Michael K,LastName:Jensen] [ForeName:Jay D,LastName:Keasling]
15565333	Effect of Sorghum vulgare phosphoenolpyruvate carboxylase and Lactococcus lactis pyruvate carboxylase coexpression on succinate production in mutant strains of Escherichia coli.	Sorghum vulgare phosphoenolpyruvate carboxylase (PEPC) and Lactococcus lactis pyruvate carboxylase (PYC) were overexpressed in Escherichia coli concurrently to improve the production of succinate, a valuable industrial specialty chemical. This coexpression system was also applied to E. coli mutant strains strategically designed by inactivating the competing pathways of succinate formation. The highest level of succinate production was observed in E. coli strains coexpressing both PEPC and PYC when compared with E. coli strains individually overexpressing either PEPC or PYC. Lactate production was also significantly reduced with PEPC and PYC coexpression. Lactate and acetate pathways were inactivated to eliminate the competing pathways of succinate formation. Results showed that inactivation of both the lactate and acetate pathways with the coexpression of PEPC and PYC was most effective in improving succinate production. Inactivating the lactate or acetate pathway alone only caused a majority of the carbon flux to shift to other metabolites rather than succinate. Coexpression of PEPC and PYC was also applied to an E. coli mutant strain deficient in lactate dehydrogenase and pyruvate:formate lyase that accumulated a substantial amount of the intermediate metabolite pyruvate during growth. Results showed that PEPC and PYC coexpression was effective in depleting pyruvate accumulation and increasing the production of metabolites.	Applied microbiology and biotechnology	2005		10.1007/s00253-004-1789-x	Evaluation Study,Journal Article,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:Henry,LastName:Lin] [ForeName:Ka-Yiu,LastName:San] [ForeName:George N,LastName:Bennett]
25007409	Stereospecific microbial conversion of lactic acid into 1,2-propanediol.	Biocatalytic syntheses are increasingly explored as the alternate platform of chemical production in order to address the sustainable development challenge faced by the current chemical industry. Here, we report the design and implementation of an artificial pathway to convert lactic acid into 1,2-propanediol. It circumvents a highly cytotoxic intermediate that exists in a widely used natural pathway. We identified and characterized a key enzyme that catalyzed the nonnatural step of the pathway. After 72 h of cultivation under shake-flask conditions, an Escherichia coli biocatalyst expressing the artificial route synthesized 1.5 g/L of R- or 1.7 g/L of S-1,2-propanediol from D- or L- lactic acid at high enantiomeric purity, respectively. The bioconversion is part of a novel biosynthetic pathway that can be further incorporated into appropriate microbial hosts for the de novo synthesis of optically pure 1,2-propanediol from renewable feedstocks.	ACS synthetic biology	2015		10.1021/sb500240p	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Wei,LastName:Niu] [ForeName:Jiantao,LastName:Guo]
25907574	Transcription activator-like effector nucleases mediated metabolic engineering for enhanced fatty acids production in Saccharomyces cerevisiae.	Targeted engineering of microbial genomes holds much promise for diverse biotechnological applications. Transcription activator-like effector nucleases (TALENs) and clustered regularly interspaced short palindromic repeats/Cas9 systems are capable of efficiently editing microbial genomes, including that of Saccharomyces cerevisiae. Here, we demonstrate the use of TALENs to edit the genome of S. cerevisiae with the aim of inducing the overproduction of fatty acids. Heterodimeric TALENs were designed to simultaneously edit the FAA1 and FAA4 genes encoding acyl-CoA synthetases in S. cerevisiae. Functional yeast double knockouts generated using these TALENs over-produce large amounts of free fatty acids into the cell. This study demonstrates the use of TALENs for targeted engineering of yeast and demonstrates that this technology can be used to stimulate the enhanced production of free fatty acids, which are potential substrates for biofuel production. This proof-of-principle study extends the utility of TALENs as excellent genome editing tools and highlights their potential use for metabolic engineering of yeast and other organisms, such as microalgae and plants, for biofuel production.	Journal of bioscience and bioengineering	2015		10.1016/j.jbiosc.2015.02.017	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Mustapha,LastName:Aouida] [ForeName:Lixin,LastName:Li] [ForeName:Ali,LastName:Mahjoub] [ForeName:Sahar,LastName:Alshareef] [ForeName:Zahir,LastName:Ali] [ForeName:Agnieszka,LastName:Piatek] [ForeName:Magdy M,LastName:Mahfouz]
24981220	A synthetic O2 -tolerant butanol pathway exploiting native fatty acid biosynthesis in Escherichia coli.	Several synthetic metabolic pathways for butanol synthesis have been reported in Escherichia coli by modification of the native CoA-dependent pathway from selected Clostridium species. These pathways are all dependent on the O2 -sensitive AdhE2 enzyme from Clostridium acetobutylicum that catalyzes the sequential reduction of both butyryl-CoA and butyraldehyde. We constructed an O2 -tolerant butanol pathway based on the activities of an ACP-thioesterase, acting on butyryl-ACP in the native fatty acid biosynthesis pathway, and a promiscuous carboxylic acid reductase. The pathway was genetically optimized by screening a series of bacterial acyl-ACP thioesterases and also by modification of the physical growth parameters. In order to evaluate the potential of the pathway for butanol production, the ACP-dependent butanol pathway was compared with a previously established CoA-dependent pathway. The effect of (1) O2 -availability, (2) media, and (3) co-expression of aldehyde reductases was evaluated systematically demonstrating varying and contrasting functionality between the ACP- and CoA-dependent pathways. The yield of butanol from the ACP-dependent pathway was stimulated by enhanced O2 -availability, in contrast to the CoA-dependent pathway, which did not function well under aerobic conditions. Similarly, whilst the CoA-dependent pathway only performed well in complex media, the ACP-dependent pathway was not influenced by the choice of media except in the absence of O2 . A combination of a thioesterase from Bacteroides fragilis and the aldehyde reductase, ahr, from E. coli resulted in the greatest yield of butanol. A product titer of ~300 mg/L was obtained in 24 h under optimal batch growth conditions, in most cases exceeding the performance of the reference CoA-pathway when evaluated under equivalent conditions.	Biotechnology and bioengineering	2015		10.1002/bit.25324	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:András,LastName:Pásztor] [ForeName:Pauli,LastName:Kallio] [ForeName:Dávid,LastName:Malatinszky] [ForeName:M Kalim,LastName:Akhtar] [ForeName:Patrik R,LastName:Jones]
26159300	Mutation in galP improved fermentation of mixed sugars to succinate using engineered Escherichia coli AS1600a and AM1 mineral salts medium.	Escherichia coli KJ122 was engineered to produce succinate from glucose using the wild type GalP for glucose uptake instead of the native phosphotransferase system (ptsI mutation). This strain now ferments 10% xylose poorly. Mutants were selected by serial transfers in AM1 mineral salts medium with 10% xylose. Clones from this population all exhibited a similar improvement, co-fermentation of an equal mixture of xylose and glucose. One of these, AS1600a, produced 84.26 ± 1.37 g/L succinate, equivalent to that produced by the parent (KJ122) from 10% glucose (85.46 ± 1.78 g/L). AS1600a was sequenced and found to contain a mutation in galactose permease (GalP, G236D). This mutation was shown to be responsible for the improvement in fermentation using KJΔgalP as the host and expression vectors with native galP and with mutant galP(∗). Strain AS1600a and KJΔgalP(pLOI5746; galP(∗)) also co-fermented a mixture of glucose, xylose, arabinose, and galactose in sugarcane bagasse hydrolysate using mineral salts medium.	Bioresource technology	2015		10.1016/j.biortech.2015.06.108	Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:Apichai,LastName:Sawisit] [ForeName:Kaemwich,LastName:Jantama] [ForeName:Huabao,LastName:Zheng] [ForeName:Lorraine P,LastName:Yomano] [ForeName:Sean W,LastName:York] [ForeName:Keelnatham T,LastName:Shanmugam] [ForeName:Lonnie O,LastName:Ingram]
25536512	Metabolic engineering of Saccharomyces cerevisiae ethanol strains PE-2 and CAT-1 for efficient lignocellulosic fermentation.	In this work, Saccharomyces cerevisiae strains PE-2 and CAT-1, commonly used in the Brazilian fuel ethanol industry, were engineered for xylose fermentation, where the first fermented xylose faster than the latter, but also produced considerable amounts of xylitol. An engineered PE-2 strain (MEC1121) efficiently consumed xylose in presence of inhibitors both in synthetic and corn-cob hydrolysates. Interestingly, the S. cerevisiae MEC1121 consumed xylose and glucose simultaneously, while a CEN.PK based strain consumed glucose and xylose sequentially. Deletion of the aldose reductase GRE3 lowered xylitol production to undetectable levels and increased xylose consumption rate which led to higher final ethanol concentrations. Fermentation of corn-cob hydrolysate using this strain, MEC1133, resulted in an ethanol yield of 0.47 g/g of total sugars which is 92% of the theoretical yield.	Bioresource technology	2015		10.1016/j.biortech.2014.12.020	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Aloia,LastName:Romaní] [ForeName:Filipa,LastName:Pereira] [ForeName:Björn,LastName:Johansson] [ForeName:Lucília,LastName:Domingues]
25403509	Biosynthesis of β-carotene in engineered E. coli using the MEP and MVA pathways.	β-carotene is a carotenoid compound that has been widely used not only in the industrial production of pharmaceuticals but also as nutraceuticals, animal feed additives, functional cosmetics, and food colorants. Currently, more than 90% of commercial β-carotene is produced by chemical synthesis. Due to the growing public concern over food safety, the use of chemically synthesized β-carotene as food additives or functional cosmetic agents has been severely controlled in recent years. This has reignited the enthusiasm for seeking natural β-carotene in large-scale fermentative production by microorganisms.	Microbial cell factories	2014	4239400.0	10.1186/s12934-014-0160-x	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Jianming,LastName:Yang] [ForeName:Lizhong,LastName:Guo]
