,PMID,Title,Year,PMC_ID,Organisms,Products,Genes_and_modifications
13757,37978406,Microbial production of the plant flavanone hesperetin from caffeic acid.,2023,10656822,['Escherichia coli'],['Flavanonehesperetin'],
13758,37980355,Diurnal switches in diazotrophic lifestyle increase nitrogen contribution to cereals.,2023,10657418,"['Escherichia coli', 'Klebsiella oxytoca']",['Amino acids'],"{'glnA': ['Positive', 'Other', 'Negative'], 'glnE': ['Other', 'Negative']}"
13759,37983631,Machine Learning-Supported Enzyme Engineering toward Improved CO<sub>2</sub>-Fixation of Glycolyl-CoA Carboxylase.,2023,10729300,"['Chloroflexus aurantiacus', 'Propionibacterium freudenreichii']",['Proteins'],
13760,37983914,High-Throughput Engineering of Nonribosomal Extension Modules.,2023,10728897,,['Peptide'],
13761,37985235,Continuous Fatty Acid Decarboxylation using an Immobilized Photodecarboxylase in a Membrane Reactor.,2024,,,['Photobiocatalyticalkanefuel'],
13762,37987932,Denovo production of resveratrol by engineered Saccharomyces cerevisiae W303-1a using pretreated Gracilaria corticata extracts.,2024,,"['Gracilaria corticata', 'Saccharomyces cerevisiae']",['Resveratrol'],
13763,37989311,Reshaping the yeast galactose regulon via GPCR signaling cascade.,2023,10753199,,['Glucopyranose'],
13764,37991146,Green Production of a High-value Mosquito Insecticide of Nootkatone from Seaweed Hydrolysates.,2023,,['Saccharomyces cerevisiae'],['Mosquitoinsecticide'],
13765,37991801,POMBOX: A Fission Yeast Cloning Toolkit for Molecular and Synthetic Biology.,2024,10877588,"['Saccharomyces cerevisiae', 'Schizosaccharomyces pombe']",['Precursor'],
13766,37992937,Structure-based functional analysis of a novel NADPH-producing glyceraldehyde-3-phosphate dehydrogenase from Corynebacterium glutamicum.,2024,,['Corynebacterium glutamicum'],,
13767,37992939,"Structure-guided engineering of branched-chain α-keto acid decarboxylase for improved 1,2,4-butanetriol production by in vitro synthetic enzymatic biosystem.",2024,,,['Other biofuels'],
13768,37996964,Engineering the synthesis of unsaturated fatty acids by introducing desaturase improved the stress tolerance of yeast.,2024,,,['Fatty acids'],
13769,37999222,An Engineered Plant Metabolic Pathway Results in High Yields of Hydroxytyrosol Due to a Modified Whole-Cell Biocatalysis in Bioreactor.,2023,10672836,['Escherichia coli'],['Ht'],
13770,37999448,Efficient Production of Triacetic Acid Lactone from Lignocellulose Hydrolysate by Metabolically Engineered <i>Yarrowia lipolytica</i>.,2023,,['Yarrowia lipolytica'],"['Lactone', 'Triacetate1']",
13771,38000549,Comparison of wild-type KT2440 and genome-reduced EM42 Pseudomonas putida strains for muconate production from aromatic compounds and glucose.,2024,,['Pseudomonas putida'],['Muconate'],
13772,38001147,"Metabolic regulation boosts bioelectricity generation in Zymomonas mobilis microbial fuel cell, surpassing ethanol production.",2023,10673858,['Zymomonas mobilis'],['Ethanol'],
13773,38002428,Production of Poly(3-hydroxybutyrate-<i>co</i>-3-hydroxyhexanoate) from CO<sub>2</sub> via pH-Stat Jar Cultivation of an Engineered Hydrogen-Oxidizing Bacterium <i>Cupriavidus necator</i>.,2023,10669266,['Cupriavidus necator'],,{'DCM': ['Positive']}
13774,38003568,"Improved 2,3-Butanediol Production Rate of Metabolically Engineered <i>Saccharomyces cerevisiae</i> by Deletion of <i>RIM15</i> and Activation of Pyruvate Consumption Pathway.",2023,10671664,['Saccharomyces cerevisiae'],['Butanediol'],{'RIM15': ['Negative']}
13775,38003616,Up Front Unfolded Protein Response Combined with Early Protein Secretion Pathway Engineering in <i>Yarrowia lipolytica</i> to Attenuate ER Stress Caused by Enzyme Overproduction.,2023,10670989,['Yarrowia lipolytica'],['Enzymes'],
13776,38005335,A Muti-Substrate Flavonol <i>O</i>-glucosyltransferases from Safflower.,2023,10674463,['Escherichia coli'],['Flavonoidglycoside'],
13777,38005784,Exploring the Deoxy-D-xylulose-5-phosphate Synthase Gene Family in Tomato (<i>Solanum lycopersicum</i>).,2023,10675008,"['Agrobacterium tumefaciens', 'Pantoea ananatis']",['Isoprenoidprecursor'],
13778,38006983,An efficient production of bio-succinate in a novel metabolically engineered Klebsiella oxytoca by rational metabolic engineering and evolutionary adaptation.,2024,,['Klebsiella oxytoca'],['Succinate'],
13779,38007029,Maximization of 3-hydroxyhexanoate fraction in poly(3-hydroxybutyrate-co-3-hydroxyhexanoate) using lauric acid with engineered Cupriavidus necator H16.,2024,,['Cupriavidus necator'],['PHB/PHA'],
13780,38007895,Production of poly(3-hydroxybutyrate)/poly(lactic acid) from industrial wastewater by wild-type Cupriavidus necator H16.,2024,,['Cupriavidus necator'],"['PHB/PHA', '/polylactate']",
13781,38008225,Engineering photo-methylotrophic Methylobacterium for enhanced 3-hydroxypropionic acid production during non-growth stage fermentation.,2024,,,['3HP'],
13782,38008870,Bioinformatics study of phytase from Aspergillus niger for use as feed additive in livestock feed.,2023,10678861,['Aspergillus niger'],,
13783,38011677,Let There Be Light: Genome Reduction Enables <i>Bacillus subtilis</i> to Produce Disulfide-Bonded <i>Gaussia</i> Luciferase.,2023,10729301,['Bacillus subtilis'],['Gaussia'],"{'DsbA': ['Positive'], 'PhoA': ['Positive']}"
13784,38012074,Synthesis of Trifluoromethylated Monoterpenes by an Engineered Cytochrome P450.,2024,,['Escherichia coli'],['Monoterpene'],
13785,38012236,"The oxygen-tolerant reductive glycine pathway assimilates methanol, formate and CO<sub>2</sub> in the yeast Komagataella phaffii.",2023,10682033,['Komagataella phaffii'],['Proteins'],"{'DAS1': ['Negative'], 'DAS2': ['Negative'], 'GCV1': ['Negative'], 'GCV2': ['Negative'], 'SHM1': ['Negative'], 'SHM2': ['Negative']}"
13786,38012629,Modular bioengineering of whole-cell catalysis for sialo-oligosaccharide production: coordinated co-expression of CMP-sialic acid synthetase and sialyltransferase.,2023,10683312,['Escherichia coli'],['Sialooligosaccharide'],
13787,38013188,[Multicellular coupling fermentation for 3'-sialyllactose conversion using N-acetyl-glucosamine and lactose].,2023,,['Escherichia coli'],['Sialyllactose'],
13788,38013190,[Production of limonene and its derivative in <i>Saccharomyces cerevisiae</i> <i>via</i> metabolic engineering].,2023,,['Saccharomyces cerevisiae'],['Limoneneperillate'],"{'ERG10': ['Positive'], 'ERG12': ['Positive'], 'ERG13': ['Positive'], 'ERG8': ['Positive'], 'IDI1': ['Positive'], 'MVD1': ['Positive']}"
13789,38013483,Gene identification and semisynthesis of the anti-inflammatory oleanane-type triterpenoid wilforlide A.,2024,,,['Wilforlide'],
13790,38014958,Production of carotenoids from aromatics and pretreated lignocellulosic biomass by <i>Novosphingobium aromaticivorans</i>.,2023,10734531,['Novosphingobium aromaticivorans'],['Carotenoids'],
13791,38015471,CRISPR-dCas13a system for programmable small RNAs and polycistronic mRNA repression in bacteria.,2024,10783499,['Escherichia coli'],,"{'fkpB': ['Negative'], 'ileS': ['Positive'], 'ptsG': ['Negative']}"
13792,38016187,Yeast Metabolic Engineering for Biosynthesis of Caffeic Acid-Derived Phenethyl Ester and Phenethyl Amide.,2023,,,['Caffeicphenethylesterphenethyl'],
13793,38018939,Efficiency aspects of regioselective testosterone hydroxylation with highly active CYP450-based whole-cell biocatalysts.,2024,10832557,['Escherichia coli'],['Heme'],
13794,38018981,A transcriptomic atlas of acute stress response to low pH in multiple <i>Issatchenkia orientalis</i> strains.,2024,10783018,"['Lactobacillus acidophilus', 'Zygosaccharomyces bailii', 'Pichia kudriavzevii', 'Priestia megaterium']",['Other biofuels'],
13795,38019531,Enzymatic Photodecarboxylation on Secondary and Tertiary Carboxylic Acids.,2023,,,,
13796,38023480,Transcription factor CsTT8 promotes fruit coloration by positively regulating the methylerythritol 4-phosphate pathway and carotenoid biosynthesis pathway in citrus (<i>Citrus</i> spp.).,2023,10673655,['Citrus spp'],['Carotenoids'],
13797,38026814,One-Pot Biocatalytic Synthesis of <i>rac</i>-Syringaresinol from a Lignin-Derived Phenol.,2023,10660655,"['Escherichia coli', 'Rhodococcus jostii']",['Syringaresinol'],
13798,38026847,Heterologous constitutive production of short-chain-length polyhydroxyalkanoates in <i>Pseudomonas putida</i> KT2440: the involvement of IbpA inclusion body protein.,2023,10646324,['Pseudomonas putida'],['PHB/PHA'],"{'phaB': ['Positive'], 'phaZ': ['Other']}"
13799,38026848,Quantitative and modularized CRISPR/dCas9-dCpf1 dual function system in <i>Saccharomyces cerevisiae</i>.,2023,10666755,['Saccharomyces cerevisiae'],['Carotenoids'],"{'ERG9': ['Negative', 'Positive'], 'FBA1': ['Positive'], 'HMG1': ['Positive'], 'crtE': ['Other']}"
13800,38026852,Enhancing isoprenol production by systematically tuning metabolic pathways using CRISPR interference in <i>E. coli</i>.,2023,10659101,['Escherichia coli'],['Isoprenol'],
13801,38029016,Engineering <i>Yarrowia lipolytica</i> for the biosynthesis of geraniol.,2023,10652127,['Yarrowia lipolytica'],['Geraniol'],"{'ERG10': ['Positive'], 'HMG1': ['Positive'], 'HMGS': ['Positive']}"
13802,38029103,Evolutionary flexibility and rigidity in the bacterial methylerythritol phosphate (MEP) pathway.,2023,10663253,['Rhodospirillum rubrum'],['Lipids'],{'IspH': ['Negative']}
13803,38029843,Production of 1-methylxanthine via the biodegradation of theophylline by an optimized Escherichia coli strain.,2024,,['Escherichia coli'],['Methylxanthine'],
13804,38030899,Beet red food colourant can be produced more sustainably with engineered Yarrowia lipolytica.,2023,10686825,['Yarrowia lipolytica'],['Beet'],
13805,38031061,Improved production of Taxol<sup>®</sup> precursors in S. cerevisiae using combinatorial in silico design and metabolic engineering.,2023,10687855,['Saccharomyces cerevisiae'],['Taxol®precursor'],"{'ILV2': ['Positive'], 'MDH3': ['Negative', 'Positive'], 'SPE2': ['Positive'], 'URA3': ['Negative']}"
13806,38031119,Tolerance of engineered Rhodosporidium toruloides to sorghum hydrolysates during batch and fed-batch lipid production.,2023,10688463,['Saccharomyces cerevisiae'],['Fedbatchlipid'],
13807,38031183,Installing xylose assimilation and cellodextrin phosphorolysis pathways in obese Yarrowia lipolytica facilitates cost-effective lipid production from lignocellulosic hydrolysates.,2023,10688077,['Yarrowia lipolytica'],['Lipids'],"{'GND1': ['Positive'], 'GPD1': ['Positive', 'Other'], 'PEX10': ['Negative'], 'TGL4': ['Negative'], 'ZWF1': ['Positive']}"
13808,38033235,Establishing Tunable Genetic Logic Gates with Versatile Dynamic Performance by Varying Regulatory Parameters.,2023,10729296,"['Streptococcus pyogenes', 'Bacillus subtilis']",,
13809,38033732,Biotransformation-coupled mutasynthesis for the generation of novel pristinamycin derivatives by engineering the phenylglycine residue.,2023,10685826,['Escherichia coli'],['Derivatize'],{'pglA': ['Negative']}
13810,38033756,Synergetic engineering of <i>Escherichia coli</i> for efficient production of l-tyrosine.,2023,10686809,['Escherichia coli'],['Amino acids'],"{'ackA': ['Negative'], 'aroP': ['Negative'], 'fpk': ['Positive'], 'pheA': ['Negative'], 'poxB': ['Negative'], 'ppsA': ['Positive'], 'pta': ['Negative'], 'tktA': ['Positive'], 'trpE': ['Negative'], 'tyrA': ['Positive'], 'tyrR': ['Negative']}"
13811,38033806,Microbial Upcycling of Waste PET to Adipic Acid.,2023,10683474,['Escherichia coli'],['Adipate'],{'kpdB': ['Positive']}
13812,38037762,"Hypersecretory production of glucose oxidase in Pichia pastoris through combinatorial engineering of protein properties, synthesis, and secretion.",2024,,['Komagataella pastoris'],['Enzymes'],
13813,38040111,Engineering and evolution of the complete Reductive Glycine Pathway in Saccharomyces cerevisiae for formate and CO<sub>2</sub> assimilation.,2024,,['Saccharomyces cerevisiae'],"['Amino acids', 'Pyruvate']",{'GDH1': ['Other']}
13814,38040299,Engineered Methylococcus capsulatus Bath for efficient methane conversion to isoprene.,2024,,['Methylococcus capsulatus'],['Methane'],
13815,38040309,Engineering the reductive tricarboxylic acid pathway in Aureobasidium pullulans for enhanced biosynthesis of poly-L-malic acid.,2024,,['Aureobasidium pullulans'],['Malate2'],{'MDH': ['Other']}
13816,38042430,Engineering Escherichia coli for cost-effective production of medium-chain fatty acids from soy whey using an optimized galactose-based autoinduction system.,2024,,['Escherichia coli'],['Fatty acids'],
13817,38042432,High-level phenol bioproduction by engineered Pichia pastoris in glycerol fed-batch fermentation using an efficient pertraction system.,2024,,['Komagataella pastoris'],['Phenol'],
13818,38042754,Beneficial effect of optimizing the expression balance of the mevalonate pathway introduced into the mitochondria on terpenoid production in Saccharomyces cerevisiae.,2024,,['Saccharomyces cerevisiae'],['Lipids'],
13819,38043641,Efficient production of an antitumor precursor actinocin and other medicinal molecules from kynurenine pathway in Escherichia coli.,2024,,['Escherichia coli'],['Actinocin'],
13820,38047695,Overexpression of genes involved in fatty acid biosynthesis increases lipid content in the NaHCO<sub>3</sub>-tolerant <i>Chlorella</i> sp. JB6.,2024,10783073,,"['Lipids', 'Fatty acids']",
13821,38048389,Sustainable asymmetric synthesis of diltiazem precursor enabled by recombinant Escherichia coli whole cells co-expressing an engineered ketoreductase and glucose dehydrogenase.,2024,,['Escherichia coli'],['Diltiazemprecursor'],
13822,38049020,Glycerol as substrate and NADP<sup>+</sup>-dependent glyceraldehyde-3-phosphate dehydrogenase enable higher production of 3-hydroxypropionic acid through the β-alanine pathway in E. coli.,2024,,['Escherichia coli'],['3HP'],{'gapA': ['Negative']}
13823,38049399,Engineering artificial photosynthesis based on rhodopsin for CO<sub>2</sub> fixation.,2023,10696030,"['Shewanella oneidensis', 'Cupriavidus necator']",['Protongr'],"{'mtr': ['Positive', 'Other']}"
13824,38052329,Engineering serine hydroxymethyltransferases for efficient synthesis of L-serine in Escherichia coli.,2024,,['Escherichia coli'],['Amino acids'],
13825,38053583,Efficient production of 2'-fucosyllactose in unconventional yeast <i>Yarrowia lipolytica</i>.,2023,10694633,['Yarrowia lipolytica'],['Fucosyllactose'],"{'GND1': ['Positive', 'Other'], 'GPD': ['Other'], 'PMI40': ['Other', 'Positive'], 'PSA1': ['Positive', 'Other'], 'SEC53': ['Positive', 'Other'], 'ZWF1': ['Positive', 'Other'], 'gmd': ['Positive', 'Other'], 'pgl': ['Positive', 'Other'], 'zwf1': ['Other']}"
13826,38053584,Culture-free identification of fast-growing cyanobacteria cells by Raman-activated gravity-driven encapsulation and sequencing.,2023,10693988,"['Escherichia coli', 'Synechococcus elongatus']",['Onecellgenome'],
13827,38057826,Metabolic engineering of a stable haploid strain derived from lignocellulosic inhibitor tolerant Saccharomyces cerevisiae natural isolate YB-2625.,2023,10702107,['Saccharomyces cerevisiae'],['Pentose'],"{'CTA1': ['Positive'], 'CTT1': ['Positive'], 'PHO13': ['Negative', 'Positive']}"
13828,38064042,Production of D-glucaric acid with phosphoglucose isomerase-deficient Saccharomyces cerevisiae.,2024,10787697,['Saccharomyces cerevisiae'],['Glucarate2'],"{'INM1': ['Positive'], 'INO1': ['Other', 'Positive'], 'PGI1': ['Positive'], 'pgi1': ['Positive']}"
13829,38064043,Expansion of YALIcloneHR toolkit for Yarrowia lipolytica combined with Golden Gate and CRISPR technology.,2024,,['Yarrowia lipolytica'],,
13830,38065516,"Sustainable bio-manufacturing of D-arabitol through combinatorial engineering of Zygosaccharomyces rouxii, bioprocess optimization and downstream separation.",2024,,['Zygosaccharomyces rouxii'],['Arabinitol'],
13831,38067556,The Construction of the Self-Induced Sal System and Its Application in Salicylic Acid Production.,2023,10708014,['Escherichia coli'],['Salicylate'],{'ppc': ['Negative']}
13832,38068947,"Bioengineering of the Marine Diatom <i>Phaeodactylum tricornutum</i> with Cannabis Genes Enables the Production of the Cannabinoid Precursor, Olivetolic Acid.",2023,10706280,['Phaeodactylum tricornutum'],"['Olivetolate', 'Cannabinoidprecursor']",
13833,38070579,Bioconversion of citrus waste into mucic acid by xylose-fermenting Saccharomyces cerevisiae.,2024,,['Saccharomyces cerevisiae'],['Cate'],{'udh': ['Positive']}
13834,38071331,Efficient de novo production of bioactive cordycepin by Aspergillus oryzae using a food-grade expression platform.,2023,10710699,['Aspergillus oryzae'],['Cordycepin'],
13835,38072074,Metabolic engineering of Geobacillus thermoglucosidasius for polymer-grade lactic acid production at high temperature.,2024,,,['Lactate'],
13836,38072356,Engineering Yarrowia lipolytica for sustainable ricinoleic acid production: A pathway to free fatty acid synthesis.,2024,,['Yarrowia lipolytica'],['Ricinoleate'],"{'APP1': ['Negative'], 'CDS1': ['Positive'], 'CHO2': ['Positive'], 'DGA1': ['Negative'], 'OPI3': ['Positive'], 'PAH1': ['Negative'], 'PEX10': ['Negative'], 'PSD1': ['Positive']}"
13837,38072357,Metabolic engineering of Halomonas bluephagenesis for production of five carbon molecular chemicals derived from L-lysine.,2024,,['Halomonas bluephagenesis'],['Carbonatom'],
13838,38072358,Systems metabolic engineering of the primary and secondary metabolism of Streptomyces albidoflavus enhances production of the reverse antibiotic nybomycin against multi-resistant Staphylococcus aureus.,2024,,"['Staphylococcus aureus', 'Streptomyces albidoflavus']",['Antibiotics'],
13839,38072645,The Na<sup>+</sup> /Ca<sup>2+</sup> antiporter slr0681 affects carotenoid production in Synechocystis sp. PCC 6803 under high-light stress.,2024,,['Synechocystis PCC'],['Carotenoids'],
13840,38078668,Lactic Acid from CO<sub>2</sub>: A Carbon Capture and Utilization Strategy Based on a Biocatalytic Approach.,2023,10753888,"['Zymobacter palmae', 'Zymomonas mobilis', 'Thermotoga maritima', 'Saccharomyces cerevisiae']",,{'ADH': ['Positive']}
13841,38079064,"Overexpression of endogenous multi-copper oxidases mcoA and mcoC in Rhodococcus jostii RHA1 enhances lignin bioconversion to 2,4-pyridine-dicarboxylic acid.",2024,,['Rhodococcus jostii'],['Pdca'],
13842,38079219,Development of an Inosine Hyperproducer from <i>Bacillus licheniformis</i> by Systems Metabolic Engineering.,2023,,['Bacillus licheniformis'],['Adenosine'],{'deoD': ['Negative']}
13843,38087386,Development of highly efficient and specific base editors in Actinobacillus succinogenes for enhancing succinic acid production.,2023,10717943,['Actinobacillus succinogenes'],['Succinate'],
13844,38088131,Production of Optically Pure (<i>S</i>)-3-Hydroxy-γ-butyrolactone from d-Xylose Using Engineered <i>Escherichia coli</i>.,2023,,['Escherichia coli'],['Hydroxygammabutyrolactone'],
13845,38088543,<i>Saccharomyces cerevisiae</i> biofactory to produce naringenin using a systems biology approach and a bicistronic vector expression strategy in flavonoid production.,2024,10871697,['Saccharomyces cerevisiae'],['Naringenin'],
13846,38090379,Heterologous biosynthesis of medicarpin using engineered <i>Saccharomyces cerevisiae</i>.,2023,10711132,['Saccharomyces cerevisiae'],['Medicarpin'],
13847,38090710,Engineered living materials for the conversion of a low-cost food-grade precursor to a high-value flavonoid.,2023,10715425,['Escherichia coli'],['Flavonoid'],
13848,38090711,Characterization of the enzyme kinetics of EMP and HMP pathway in <i>Corynebacterium glutamicum</i>: reference for modeling metabolic networks.,2023,10713844,['Corynebacterium glutamicum'],['Glucopyranose'],"{'ENO': ['Positive'], 'FBA': ['Positive'], 'PFK': ['Positive']}"
13849,38091519,Engineering a Synthetic <i>Escherichia coli</i> Coculture for Compartmentalized <i>de novo</i> Biosynthesis of Isobutyl Butyrate from Mixed Sugars.,2024,10804408,['Escherichia coli'],['Isobutylbutyrate'],
13850,38094510,Relative Activities of the β-ketoacyl-CoA and Acyl-CoA Reductases Influence Product Profile and Flux in a Reversed β-Oxidation Pathway.,2023,10718561,,,
13851,38094625,Time-resolved transcriptomic and proteomic profiling of <i>Heyndrickxia coagulans</i> during NaOH-buffered L-lactic acid production.,2023,10716427,"['Listeria monocytogenes', 'Escherichia coli', 'Rhizobium oryzae', 'Pullulanibacillus camelliae']",['Lactate'],
13852,38100561,Construction of a Stable Expression System Based on the Endogenous <i>hbpB</i>/<i>hbpC</i> Toxin-Antitoxin System of <i>Halomonas bluephagenesis</i>.,2024,,['Halomonas bluephagenesis'],,
13853,38103029,Heterologous Naringenin Production in the Filamentous Fungus <i>Penicillium rubens</i>.,2023,10755750,['Penicillium rubens'],['Naringenin'],
13854,38103484,Efficient production of γ-aminobutyric acid using engineered Escherichia coli whole-cell catalyst.,2024,,['Escherichia coli'],['Gammaaminobutyrate'],
13855,38103752,Combining protein and metabolic engineering strategies for high-level production of L-theanine in Corynebacterium glutamicum.,2024,,['Corynebacterium glutamicum'],['N5ethyllglutaminezwitterion'],{'ppk': ['Positive']}
13856,38104077,A supernumerary synthetic chromosome in Komagataella phaffii as a repository for extraneous genetic material.,2023,10724962,['Komagataella phaffii'],['Proteins'],"{'AOX1': ['Positive'], 'MPH1': ['Positive', 'Negative']}"
13857,38109879,Engineering a Plant Polyketide Synthase for the Biosynthesis of Methylated Flavonoids.,2024,10786038,['Escherichia coli'],['Flavonoid'],
13858,38109979,Highly efficient production of rhamnolipid in P. putida using a novel sacB-based system and mixed carbon source.,2024,,['Pseudomonas putida'],['Rhamnolipid'],
13859,38110368,"Metabolic Engineering of <i>Escherichia coli</i> for <i>De Novo</i> Production of 1,2-Butanediol.",2024,,['Escherichia coli'],['Butanediol'],
13860,38112419,Metabolic engineering of high-salinity-induced biosynthesis of γ-aminobutyric acid improves salt-stress tolerance in a glutamic acid-overproducing mutant of an ectoine-deficient <i>Halomonas elongata</i>.,2024,10807429,['Halomonas elongata'],"['Gammaaminobutyrate', 'Saltstresstolerance']",
13861,38112424,"An atypical two-component system, AtcR/AtcK, simultaneously regulates the biosynthesis of multiple secondary metabolites in <i>Streptomyces bingchenggensis</i>.",2024,10807435,['Streptomyces bingchenggensis'],['Antibiotics'],
13862,38113125,Characterization and Diversification of AraC/XylS Family Regulators Guided by Transposon Sequencing.,2024,,"['Escherichia coli', 'Pseudomonas putida']",,
13863,38114555,Multiple independent losses of the biosynthetic pathway for two tropane alkaloids in the Solanaceae family.,2023,10730914,['Escherichia coli'],['Helion'],
13864,38114944,"From waste to health-supporting molecules: biosynthesis of natural products from lignin-, plastic- and seaweed-based monomers using metabolically engineered Streptomyces lividans.",2023,10731712,['Streptomyces lividans'],,
13865,38117058,Genetic tools for the electrotroph <i>Sporomusa ovata</i> and autotrophic biosynthesis.,2024,10807461,['Sporomusa ovata'],,
13866,38117061,"Engineering <i>Novosphingobium aromaticivorans</i> to produce <i>cis,cis</i>-muconic acid from biomass aromatics.",2024,10807440,['Novosphingobium aromaticivorans'],['Muconate'],{'xylE': ['Negative']}
13867,38123018,Development of a bacterial gene transcription activating strategy based on transcriptional activator positive feedback.,2024,11674765,"['Serratia marcescens', 'Streptomyces albus', 'Azospirillum brasilense']",['Iaa'],
13868,38123535,Engineering a synthetic energy-efficient formaldehyde assimilation cycle in Escherichia coli.,2023,10733421,['Escherichia coli'],['Acetylcoa'],"{'ala': ['Positive'], 'alsR': ['Other'], 'fbp': ['Negative'], 'glpX': ['Negative'], 'mgsA': ['Negative'], 'psuK': ['Other'], 'rpiB': ['Positive'], 'tktA': ['Negative'], 'tpiA': ['Other']}"
13869,38123538,Reconfiguration of the reductive TCA cycle enables high-level succinic acid production by Yarrowia lipolytica.,2023,10733433,['Yarrowia lipolytica'],['Succinate'],
13870,38126332,Exploring the catalytic diversity of two short-chain dehydrogenases/reductases from <i>Stachybotrys chartarum</i>.,2024,,['Stachybotrys chartarum'],,
13871,38129052,Bacillus amyloliquefaciens A-1 inhibiting fungal spoilage in agricultural products is improved by metabolic engineering of enhancing surfactin yield.,2024,,['Bacillus amyloliquefaciens'],['Nrrl'],
13872,38129322,Enhancing production and purity of 9-OH-AD from phytosterols by balancing metabolic flux of the side-chain degradation and 9-position hydroxylation in Mycobacterium neoaurum.,2024,,,['Ohad'],
13873,38129786,"ICON-GEMs: integration of co-expression network in genome-scale metabolic models, shedding light through systems biology.",2023,10740312,"['Escherichia coli', 'Saccharomyces cerevisiae']",['Dc'],"{'pgi': ['Negative'], 'pgm': ['Negative'], 'rpe': ['Negative'], 'zwf': ['Negative']}"
13874,38130104,<i>De Novo</i> Pterostilbene Production from Glucose Using Modular Coculture Engineering in <i>Escherichia coli</i>.,2024,,['Escherichia coli'],['Pterostilbene'],
13875,38131295,Production of Gibberellins via a Non-Natural Pathway Using Steviol as a Substrate.,2024,,"['Escherichia coli', 'Fusarium fujikuroi']",['Gibberellin'],
13876,38131671,"Metabolic engineering of <i>Caldicellulosiruptor bescii</i> for 2,3-butanediol production from unpretreated lignocellulosic biomass and metabolic strategies for improving yields and titers.",2024,10807448,['Caldicellulosiruptor bescii'],['Butanediol'],
13877,38132331,Harnessing Plant Sugar Metabolism for Glycoengineering.,2023,10741112,"['Escherichia coli', 'Saccharomyces cerevisiae']",['Agriculture'],
13878,38132739,Genome Mining Reveals a Surprising Number of Sugar Reductases in <i>Aspergillus niger</i>.,2023,10744612,['Aspergillus niger'],['Proteins'],"{'xyrA': ['Positive', 'Negative']}"
13879,38132870,Miltiradiene Production by Cytoplasmic Metabolic Engineering in <i>Nicotiana benthamiana</i>.,2023,10745046,,['Miltiradiene'],
13880,38134734,Expression of the two-component regulator StyS/StyR enhanced transcription of the styrene monooxygenase gene styAB and indigo biosynthesis in Escherichia coli.,2024,,['Escherichia coli'],['Styrenemonooxygenasestyab'],{'styA': ['Positive']}
13881,38135972,Heterologous Production of Isopropanol Using Metabolically Engineered <i>Acetobacterium woodii</i> Strains.,2023,10741115,['Acetobacterium woodii'],['Other biofuels'],{'ctfA': ['Positive']}
13882,38136003,Tuning Fatty Acid Profile and Yield in <i>Pichia pastoris</i>.,2023,10741089,['Komagataella pastoris'],['Palmitoleate'],"{'ACC1': ['Positive', 'Negative'], 'DGA1': ['Negative', 'Positive'], 'ELO2': ['Negative'], 'ELO3': ['Negative'], 'FAA1': ['Negative'], 'FAD1': ['Negative'], 'LRO1': ['Negative'], 'PGK1': ['Positive'], 'POX1': ['Negative'], 'TGL3': ['Positive']}"
13883,38136018,A Fermentation State Marker Rule Design Task in Metabolic Engineering.,2023,10740952,['Escherichia coli'],,
13884,38139198,Revealing the Mechanisms of Enhanced β-Farnesene Production in <i>Yarrowia lipolytica</i> through Metabolomics Analysis.,2023,10743872,['Yarrowia lipolytica'],['Farnesene'],
13885,38140959,Heterologous pulcherrimin production in Saccharomyces cerevisiae confers inhibitory activity on Botrytis conidiation.,2024,10786192,['Saccharomyces cerevisiae'],['Pulcherrimin'],{'URA3': ['Positive']}
13886,38140980,Engineered biosynthesis of plant heteroyohimbine and corynantheine alkaloids in Saccharomyces cerevisiae.,2024,10995622,['Saccharomyces cerevisiae'],['Heteroyohimbinecorynantheinealkaloid'],"{'ADH6': ['Negative'], 'URA3': ['Positive'], 'ZWF1': ['Positive']}"
13887,38141039,Coupling High-Throughput and Targeted Screening for Identification of Nonobvious Metabolic Engineering Targets.,2024,10804409,['Saccharomyces cerevisiae'],['Xanthin'],{'PYC1': ['Other']}
13888,38141883,Metabolic engineering of Yarrowia lipolytica for high-level production of squalene.,2024,,['Yarrowia lipolytica'],['Squalene'],
13889,38145357,Reprogramming Metabolic Flux in Escherichia Coli to Enhance Chondroitin Production.,2024,10933623,['Escherichia Coli'],['Chondroitin'],
13890,38145749,"Selective microbial production of lacto-N-fucopentaose I in Escherichia coli using engineered α-1,2-fucosyltransferases.",2024,,['Escherichia coli'],['Lactonfucopentaose'],
13891,38145763,Novel cytochrome P450s for various hydroxylation of steroids from filamentous fungi.,2024,,"['Aspergillus oryzae', 'Saccharomyces cerevisiae']",['Ohandrostenedione11alphaoh4ad'],
13892,38146215,Metabolic Usage and Glycan Destinations of GlcNAz in <i>E. coli</i>.,2024,11138243,['Escherichia coli'],['Udpglcnaz'],
13893,38146267,Establishment of an Efficient Expression and Regulation System in <i>Streptomyces</i> for Economical and High-Level Production of the Natural Blue Pigment Indigoidine.,2024,,,['Indigoidine'],
13894,38149044,"Utilizing a cell-free protein synthesis platform for the biosynthesis of a natural product, caffeine.",2023,10750991,['Saccharomyces cerevisiae'],"['Product', 'Caffeine']",
