,Title,Product_category
39628698,Bioproduction of monoterpene indole alkaloids in a single cell factory.,['vindolinecatharanthine']
39628913,Combinatorial metabolic engineering of <i>Saccharomyces cerevisiae</i> for improved production of 7-dehydrocholesterol.,['dehydrocholesterol']
39628925,Profiling proteomic responses to hexokinase-II depletion in terpene-producing <i>Saccharomyces cerevisiae</i>.,['nerolidol']
39629164,Potential one-step strategy for PET degradation and PHB biosynthesis through co-cultivation of two engineered microorganisms.,['PHB/PHA']
39629245,"Global regulation of fungal secondary metabolism in <i>Trichoderma reesei</i> by the transcription factor Ypr1, as revealed by transcriptome analysis.",['other biofuel']
39629248,High-level production of γ-aminobutyric acid via efficient co-expression of the key genes of glutamate decarboxylase system in <i>Escherichia coli</i>.,['gammaaminobutyrate']
39629328,Elucidation and engineering mitochondrial respiratory-related genes for improving bioethanol production at high temperature in <i>Saccharomyces cerevisiae</i>.,['ethanol']
39629705,Enzymatic Upgrading of Biomass-Derived Aldoses to Rare Deoxy Ketoses Catalyzed by Transketolase Variants.,['cn2deoxyketose']
39630051,Engineering a Silk Protein-Mediated Customizable Compartment for Modular Metabolic Synthesis.,['dispersion']
39630337,Heterologous Biosynthesis of Taxifolin in Yarrowia lipolytica: Metabolic Engineering and Genome-Scale Metabolic Modeling.,['taxifolin']
39633333,Efficient calcium fumarate overproduction from xylose and corncob-derived xylose by engineered strains of Aureobasidium pullulans var. Aubasidani DH177.,['fumarate2']
39633461,Thermobifida fusca Cel6B moves bidirectionally while processively degrading cellulose.,['other biofuel']
39633477,Optimizing hexanoic acid biosynthesis in Saccharomyces cerevisiae for the de novo production of olivetolic acid.,['olivetolate']
39638031,A rapid CAT transformation protocol and nuclear transgene expression tools for metabolic engineering in Cyanidioschyzon merolae 10D.,['other biofuel']
39647709,"Efficient production of spermidine from Bacillus amyloliquefaciens by enhancing synthesis pathway, blocking degradation pathway and increasing precursor supply.",['spermidine3']
39648316,A UHPLC-QE-MS-based metabolomics approach for the evaluation of fermented lipase by an engineered <i>Escherichia coli</i>.,['enzyme']
39648338,Photoproduction of Aviation Fuel β-Caryophyllene From the Eukaryotic Green Microalga Chlamydomonas reinhardtii.,['sesquiterpene']
39650803,<i>De novo</i> synthesis of 1-phenethylisoquinoline in engineered <i>Escherichia coli</i>.,['phenethylisoquinoline']
39653076,Development of Komagataella phaffii as a cell factory for efficient de novo production of β-caryophyllene.,['caryophyllene']
39654318,Increased Mevalonate Production Using Engineered Citrate Synthase and Phosphofructokinase Variants of Escherichia coli.,['mevalonate']
39655188,Selective production of the itaconic acid-derived compounds 2-hydroxyparaconic and itatartaric acid.,['itaconicitatartarate']
39655617,Optimizing Metabolite Production with Neighborhood-Based Binary Quantum-Behaved Particle Swarm Optimization and Flux Balance Analysis.,['nbqpsofba']
39658968,High-Level Production of Nicotinamide Mononucleotide by Engineered <i>Escherichia Coli</i>.,['nicotinamidemononucleotide']
39660873,Assembly and engineering of BioBricks to develop an efficient NADH regeneration system.,['glufosinate']
39661494,Multimodule Synthetic Redesign of Intracellular Metabolisms for the High-Titer de Novo Production of Sakuranetin in <i>Yarrowia lipolytica</i>.,['sakuranetin']
39666864,Engineering <i>Escherichia coli</i> for Efficient <i>De Novo</i> Synthesis of Salidroside.,['salidroside']
39668362,Engineering a Photoautotrophic Microbial Coculture toward Enhanced Biohydrogen Production.,['hydrogen']
39670334,"Stable and Promiscuous Galactose Oxidases Engineered by Directed Evolution, Atomistic Design, and Ancestral Sequence Reconstruction.",['goase']
39672460,Construction of a synthetic metabolic pathway for biosynthesis of threonine from ethylene glycol.,['amino acid']
39672810,Engineering <i>Escherichia coli</i> to metabolize sorbitol as the sole carbon source for synthesis of recombinant L-Asparaginase-II.,['asparaginase']
39674450,Developing a RecT-assisted endogenous CRISPR/SzCas9 system for precise genome editing in Streptococcus zooepidemicus.,['hyaluronateha']
39674781,High-throughput optimisation of protein secretion in yeast via an engineered biosensor.,['protein']
39681531,Metabolic Engineering of <i>Escherichia coli</i> for Self-Induced Production of l-Isoleucine.,['amino acid']
39683854,Metabolic Engineering of <i>Komagataella phaffii</i> for Xylose Utilization from Cellulosic Biomass.,['ethanol']
39684505,Genomic Insights into the Role of cAMP in Carotenoid Biosynthesis: Enhancing β-Carotene Production in <i>Escherichia coli</i> via <i>cyaA</i> Deletion.,['carotenoid']
39686976,Pathway and protein channel engineering of <i>Bacillus subtilis</i> for improved production of desthiobiotin and biotin.,['desthiobiotinbiotin']
39686978,Semi-rational design and modification of phosphoketolase to improve the yield of tyrosol in <i>Saccharomyces cerevisiae</i>.,['erythrose']
39689241,"Reprograming the Carbon Metabolism of Yeast for Hyperproducing Mevalonate, a Building Precursor of the Terpenoid Backbone.",['lipid']
39690792,Biosynthesis of Bacteriochlorophylls and Bacteriochlorophyllides in Escherichia coli.,['bacteriochlorophyllsbacteriochlorophyllide']
39691101,Engineering <i>Nicotiana benthamiana</i> for production of active cannabinoid synthases via secretory pathway optimization.,['cannabinoidsynthase']
39691208,Introducing CCD1 into isolated <i>Rhodotorula</i> strain enhances flavor production and improves cigar fermentation.,['cigar']
39693481,Overproduction of Cucurbitadienol through Modular Metabolic Engineering and Fermentation Optimization in <i>Saccharomyces cerevisiae</i>.,['cucurbitadienol']
39694455,De novo 2'-fucosyllactose biosynthesis using glucose as the sole carbon source by multiple engineered Bacillus subtilis.,['fucosyllactose']
39695603,"Genome-wide identification and diversity of FAD2, FAD3 and FAE1 genes in terms of biotechnological importance in Camelina species.",['liquidfuel']
39696377,High-efficiency production of plant-derived pigment dopaxanthin in Escherichia coli by combination engineering.,['carotenoid']
39696391,Pyrophosphate-free glycolysis in Clostridium thermocellum increases both thermodynamic driving force and ethanol titers.,['pyruvate']
39696809,Exploration of In Situ Extraction for Enhanced Triterpenoid Production by Saccharomyces cerevisiae.,['triterpenoid']
39699554,Constructing High-Yielding <i>Serratia marcescens</i> for (-)-α-Bisabolol Production Based on the Exogenous Haloarchaeal MVA Pathway and Endogenous Molecular Chaperones.,['bisabolol']
39699994,Multiple Strategies Enhance 7-Dehydrocholesterol Production from Kitchen Waste by Engineered <i>Yarrowia lipolytica</i>.,['strategies7dehydrocholesterol']
39700293,A cellulose synthase-like protein governs the biosynthesis of <i>Solanum</i> alkaloids.,['alkaloid']
39701393,Engineering xylose utilization in Cupriavidus necator for enhanced poly(3-hydroxybutyrate) production from mixed sugars.,['PHB/PHA']
39701408,Engineering of insect juvenile hormone III biosynthesis in the plant Nicotiana benthamiana.,['insecthormone']
39701409,Adaptive laboratory evolution and genetic engineering improved terephthalate utilization in Pseudomonas putida KT2440.,['ale']
39702244,Dynamic control of the plasmid copy number maintained without antibiotics in Escherichia coli.,['itaconate2']
39705340,Evolutionary engineering of <i>Saccharomyces cerevisiae</i>: Crafting a synthetic methylotroph via self-reprogramming.,['methylotroph']
39706058,"Molecular disruptions in microalgae caused by Acidithiobacillus ferrooxidans: Photosynthesis, oxidative stress, and energy metabolism in acid mine drainage.",['parachlorella']
39708736,Screening and engineering of lycopene-producing strain Rhodococcus jostii for bio-upcycling of poly(ethylene terephthalate) waste.,['carotenoid']
39708916,Towards polyethylene terephthalate valorisation into PHB using an engineered Comamonas testosteroni strain.,['plastic']
39709925,Co-expression of α-L-rhamnosidase and β-glucosidase in Aspergillus niger and its application in enzymatic production of quercetin.,['quercetin7olate']
39710696,Enhancing D-lactic acid production by optimizing the expression of D-LDH gene in methylotrophic yeast Komagataella phaffii.,['lactate']
39713314,Engineering a Biosynthetic Pathway for the Production of (+)-Brevianamides A and B in <i>Escherichia coli</i>.,['brevianamide']
39713742,Ammonia synthesis via an engineered nitrogenase assembly pathway in <i>Escherichia coli</i>.,['monitrogenase']
39714334,Microbe Engineering to Provide Drimane-Type Building Blocks for Chiral Pool Synthesis of Meroterpenoids.,['meroterpenoid']
39714430,Air-Mediated Biomimetic Synthesis of Polyhydroxyalkanoate with C4 Diol.,['PHB/PHA']
39714566,Expanding Polycyclic Tetramate Macrolactam (PoTeM) Core Structure Diversity by Chemo-Enzymatic Synthesis and Bioengineering.,['polycyclictetramatemacrolactam']
39716233,A novel engineered strain of Methylorubrum extorquens for methylotrophic production of glycolic acid.,['glycolate']
39716489,Cysteine import via the high-affinity GSH transporter Hgt1 rescues GSH auxotrophy in yeast.,['glutathione']
39720777,Construction of the Thermostable D-Allulose 3-Epimerase from <i>Arthrobacter globiformis</i> M30 by Protein Engineering Method.,['psicose']
39723826,Metabolic Engineering of <i>Escherichia coli</i> for Efficient Production of Ectoine.,['ectoine']
39723863,Construction and Optimization of Engineered <i>Saccharomyces cerevisiae</i> for <i>De Novo</i> Synthesis of Phloretin and Its Derivatives.,['phloretin']
39725983,Ribosome engineering of Myxococcus xanthus for enhancing the heterologous production of epothilones.,['epothilone']
39729095,Substrate expansion of Geotrichum candidum alcohol dehydrogenase towards diaryl ketones by mutation.,['alcohol']
39730529,Optimization of fermentation conditions for whole cell catalytic synthesis of D-allulose by engineering Escherichia coli.,['psicose']
39731342,"Metabolic Engineering of Corynebacterium glutamicum for High-Level Production of 1,5-Pentanediol, a C5 Diol Platform Chemical.",['other biofuel']
39733811,Turning the non-pathogenic yeast Starmerella bombicola into a powerful long-chain dicarboxylic acid production host.,['dicarboxylatedianion']
39734219,"A single-plasmid-based, easily curable CRISPR/Cas9 system for rapid, iterative genome editing in Pseudomonas putida KT2440.",['valencene']
39734270,Predictions to Increase Lasso Peptide Production in the Heterologous Host Streptomyces coelicolor M1152.,['peptide']
39736386,Developing a Bacillus licheniformis platform for de novo production of γ-aminobutyric acid and other glutamate-derived chemicals.,['gammaaminobutyrate']
39739240,Expression of a periplasmic β-glucosidase from Yarrowia lipolytica allows efficient cellobiose-xylose co-fermentation by industrial xylose-fermenting Saccharomyces cerevisiae strains.,['ethanol']
39742448,Enhanced Cellobiose Production from Cellulose by CaCl<sub>2</sub>-Phosphoric Acid Pretreatment for the Efficient Preparation of Astragalin in Recombinant <i>Escherichia coli</i>.,['cellobiose']
39742835,Engineering glycolytic pathway for improved Lacto-N-neotetraose production in pichia pastoris.,['lactonneotetraose']
39742954,Protein engineering of an oxidative cleavage-free pathway for crocetin-dialdehyde production in Escherichia coli.,['crocetindialdehyde']
39743101,Semi-rational engineering of 7β-hydroxysteroid dehydrogenase enhances forward reaction activity towards ursodeoxycholic acid synthesis.,['ursodeoxycholate']
39743518,Heterologous Production of Phenazines in the Biocontrol Agent <i>Lysobacter enzymogenes</i> C3.,['phenazine']
39743645,Metabolic engineering of Bacillus licheniformis DW2 for ectoine production.,['ectoine']
39745931,Strategic Acyl Carrier Protein Engineering Enables Functional Type II Polyketide Synthase Reconstitution In Vitro.,['polyketide']
39746378,Improved biosynthesis of tyrosol by epigenetic modification-based regulation and metabolic engineering in Saccharomyces cerevisiae.,['other biofuel']
39747160,De novo biosynthesis of nylon 12 monomer ω-aminododecanoic acid.,['nylon12monomer']
39748076,Multienzyme cascade for synthesis of hydroxytyrosol via engineered Escherichia coli.,['hydroxytyrosol']
39748701,Leveraging Engineered <i>Pseudomonas putida</i> Minicells for Bioconversion of Organic Acids into Short-Chain Methyl Ketones.,['ketone']
39753951,Partitioning of fatty acids between membrane and storage lipids controls ER membrane expansion.,['lipid']
39754105,Metabolic engineering of Priestia megaterium for 2'-fucosyllactose production.,['fucosyllactose']
39754602,ATP Regeneration from Pyruvate in the PURE System.,['protein']
39755159,Enhanced butanol tolerance and production from puerariae slag hydrolysate by Clostridium beijerinckii through metabolic engineering and process regulation strategies.,['butanoltolerance']
39756661,"Engineering an Mn(II)-oxidizing Pseudomonas whole-cell catalyst chassis to efficiently biosynthesize 2,5-furandicarboxylic acid from hydroxymethylfurfural.",['macromolecule']
39758278,Manipulation of ion/electron carrier genes in the model diatom <i>Phaeodactylum tricornutum</i> enables its growth under lethal acidic stress.,['growth']
39758715,"Upregulation of the gluconeogenesis pathway was observed by <i>Kluyveromyces marxianus</i> KDH1, mitigating glucose catabolite repression.",['ethanol']
39763762,Combined biosynthesis and site-specific incorporation of phenylalanine derivatives from aryl aldehydes or carboxylic acids in engineered bacteria.,['amino acid']
39764622,Rational design facilitates the improvement of glucose tolerance and catalytic properties of a β-glucosidase from Acetivibrio thermocellus.,['ethanol']
39764921,Modular cascade with engineered HpaB for efficient synthesis of hydroxytyrosol.,['hydroxytyrosol']
39766209,Unlocking Testosterone Production by Biotransformation: Engineering a Fungal Model of <i>Aspergillus nidulans</i> Strain Deficient in Steroid 11α-Hydroxylase Activity and Expressing 17β-Hydroxysteroid Dehydrogenase Enzyme as Proof of Concept.,['testosterone']
39766243,Integrative Transcriptomic and Target Metabolite Analysis as a New Tool for Designing Metabolic Engineering in Yeast.,['lipid']
39766260,One-Pot Synthesis of β-Alanine from Fumaric Acid via an Efficient Dual-Enzyme Cascade Biotransformation.,['amino acid']
39770692,d-Xylitol Production from Sugar Beet Press Pulp Hydrolysate with Engineered <i>Aspergillus niger</i>.,['xylitol']
39772599,Metabolically Modifying the Central and Competitive Metabolic Pathways for Enhanced D-Pantoic Acid Synthesis.,['pantoate']
39773299,Metabolic engineering of Yarrowia lipolytica for the production and secretion of the saffron ingredient crocetin.,['saffroncrocetin']
39779129,Microbial production of food lipids using the oleaginous yeast Apiotrichum brassicae.,['lipid']
39783863,Enhanced Production of Rebaudioside D and Rebaudioside M through V155T Substitution in the Glycosyltransferase UGT91D2 from <i>Stevia rebaudiana</i>.,['rebaudioside']
39786583,Heterochromatin Protein Activates the Amylase Expression Pathway and Its Application to Recombinant Protein Expression in Penicillium oxalicum.,['enzyme']
39787262,Insights into Heterocycle Biosynthesis in the Cytotoxic Polyketide Alkaloid Janustatin A from a Plant-Associated Bacterium.,['heterocycliccompound']
39788182,De novo biosynthesis of mogroside V by multiplexed engineered yeasts.,['mogroside']
39788928,Microbial Astaxanthin Synthesis by <i>Komagataella phaffii</i> through Metabolic and Fermentation Engineering.,['carotenoid']
39791878,Genetic investigation of hydrogenases in <i>Thermoanaerobacterium thermosaccharolyticum</i> suggests that redox balance via hydrogen cycling enables high ethanol yield.,['ethanol']
39794808,"Discovery of 15-deoxynaphthomycins activating the antioxidant NRF2-ARE pathway from Streptomyces sp. N50 via genome mining, global regulator introduction, and molecular networking.",['antibiotic']
39794810,A plug-and-play system for polycyclic tetramate macrolactam production and functionalization.,['polycyclictetramatemacrolactam']
39796344,Development of a Wine Yeast Strain Capable of Malolactic Fermentation and Reducing the Ethyl Carbamate Content in Wine.,['sulfide']
39797735,A cross-species inducible system for enhanced protein expression and multiplexed metabolic pathway fine-tuning in bacteria.,['organism']
39798251,Biosynthesis of 2-phenylethanol from styrene using engineered Escherichia coli whole cells.,['other biofuel']
39798811,"Metabolic engineering of Pseudomonas chlororaphis P3 for high-level and directed production of phenazine-1,6-dicarboxylic acid from crude glycerol.",['phenazine16dicarboxylate']
39798814,Combinatorial metabolic engineering of Escherichia coli to efficiently produce L-threonine from untreated cane molasses.,['amino acid']
39801562,A Consecutive Genome Engineering Method Reveals a New Phenotype and Regulation of Glucose and Glycerol Utilization in <i>Clostridium Pasteurianum</i>.,['propanediol']
39805201,Engineering a cpGFP-based biosensor for enhanced quantification of glycolate production in Escherichia coli.,['glycolate']
39808700,Enhancing Cannabichromenic Acid Biosynthesis in <i>Saccharomyces cerevisiae</i>.,['cannabichromenate']
39809383,Construction of isopentenol utilization pathway and artificial multifunctional enzyme for miltiradiene synthesis in Saccharomyces cerevisiae.,['miltiradiene']
39809385,Dynamic regulation and enhancement of synthetic network for efficient biosynthesis of monoterpenoid α-pinene in yeast cell factory.,['monoterpenoidalphapinene']
39811763,Construction of antibiotic-free riboflavin producer in <i>Escherichia coli</i> by metabolic engineering strategies with a plasmid stabilization system.,"['vitamin', 'riboflavin']"
39815338,Promoter engineering with programmable upstream activating sequences in Aspergillus Niger cell factory.,['acidsenzyme']
39815368,Engineering Yarrowia lipolytica for the production of β-carotene by carbon and redox rebalancing.,['carotenoid']
39815725,Metabolic Engineering of <i>Escherichia coli</i> BL21(DE3) for 2'-Fucosyllactose Synthesis in a Higher Productivity.,['fucosyllactose']
39816185,Engineering the Novel Extremophile Alga <i>Chlamydomonas pacifica</i> for High Lipid and High Starch Production as a Path to Developing Commercially Relevant Strains.,['lipid']
39816246,Genomic modifications for enhanced antibiotic production in rifamycin derivative-producing <i>Amycolatopsis mediterranei</i> S699 strains: focusing on <i>rifQ</i> and <i>rifO</i> genes.,['antibiotic']
39817828,Triune Engineering Approach for (+)-valencene Overproduction in Yarrowia lipolytica.,['valencene']
39819289,Synergistic utilization of glucose and xylose for the myo-inositol biosynthesis in recombinant <i>Escherichia coli</i> BL21.,['myoinositol']
39824802,Improving polyketide biosynthesis by rescuing the translation of truncated mRNAs into functional polyketide synthase subunits.,['polyketide']
39825423,Inducible engineering precursor metabolic flux for synthesizing hyaluronic acid of customized molecular weight in Streptococcus zooepidemicus.,['imbalance']
39825460,A parallel bioreactor strategy to rapidly determine growth-coupling relationships for bioproduction: a mevalonate case study.,['acetate']
39825898,Metabolic engineering of Escherichia coli for enhanced production of p-coumaric acid via L-phenylalanine biosynthesis pathway.,['coumarate']
39826674,Designing a microbial factory suited for plant chloroplast-derived enzymes to efficiently and green synthesize natural products: Capsanthin and capsorubin as examples.,['capsanthincapsorubin']
39827133,Bioprocess exploitation of microaerobic auto-induction using the example of rhamnolipid biosynthesis in Pseudomonas putida KT2440.,['rhamnolipid']
39827424,Engineering of L-threonine and L-proline biosensors by directed evolution of transcriptional regulator SerR and application for high-throughput screening.,['amino acid']
39828083,Development of a highly efficient microbial fermentation process of recombinant Escherichia coli for GABA production from glucose.,['gammaaminobutyrate']
39829016,Combined Transcriptomics and <sup>13</sup>C Metabolomics Analysis Reveals <i>pgi</i> and <i>edd</i> Genes Involved in the Regulation of Efficient Cytidine Synthesis in <i>Escherichia coli</i>.,['cytidine']
39829844,pH adjustment increases biofuel production from inhibitory switchgrass hydrolysates.,['phfuel']
39830075,Characterization of <i>Aspergillus oryzae</i> mutant and its application in heterologous lipase expression.,['enzyme']
39830076,Metabolic engineering of <i>Glarea lozoyensis</i> for high-level production of pneumocandin B<sub>0</sub>.,['antibiotic']
39830077,Enhancing abscisic acid production in <i>Botrytis cinerea</i> through metabolic engineering based on a constitutive promoter library.,['cisabscisate']
39832618,Metabolic engineering of Escherichia coli BL21(DE3) cocultured with glucose and xylose for efficient production of 2'-fucosyllactose.,['fucosyllactose']
39832711,Unleashing the innate ability of Escherichia coli to produce D-Allose.,['allose']
39832852,Enhanced assessment of water quality for both nitrate and nitrite using engineered E. coli with para-aminobenzoic acid biosynthesis.,['paraaminobenzoate']
39833194,Engineered CRISPR-Cas9 for Streptomyces sp. genome editing to improve specialized metabolite production.,['genome']
39835746,Enantiodivergent Synthesis of Both (<i>R</i>)- and (<i>S</i>)-Heteroaryl Aldols by Rationally Engineered Aldolases.,['heteroarylaldol']
39836325,Screening of high glucose tolerant Escherichia coli for L-valine fermentation by autonomous evolutionary mutation.,['amino acid']
39838422,Multi-gene precision editing tool using CRISPR-Cas12a/Cpf1 system in Ogataea polymorpha.,['carotenoid']
39839110,Rational engineering of <i>Escherichia coli</i> strain for stable and enhanced biosynthesis of pinene.,['nene']
39841199,Identification of a novel butenolide signal system to regulate high production of tylosin in Streptomyces fradiae.,['antibiotic']
39841399,De novo biosynthesis of quercetin in Yarrowia Lipolytica through systematic metabolic engineering for enhanced yield.,['quercetin7olate']
39842502,Biosynthesis of 10-Hydroxy-2-Decenoic Acid in Escherichia coli.,['hydroxy2decenoate']
39847892,Clarification of the biosynthetic gene cluster involved in the antifungal prodrug echinocandin B and its robust production in engineered Aspergillus pachycristatus.,['echinocandin']
39851357,Manipulating Intracellular Oxidative Conditions to Enhance Porphyrin Production in <i>Escherichia coli</i>.,['porphyrin']
39852388,Heterologous and High Production of Ergothioneine in <i>Bacillus licheniformis</i> by Using Genes from Anaerobic Bacteria.,['ergothioneinethioneform']
39855196,Rational multienzyme architecture design with iMARS.,['ergothioneinethioneform']
39855494,Salidroside production through cascade biocatalysis with a thermostability-enhanced UDP-glycosyltransferase.,
39855690,[Promotion of <i>Stenotrophomonas</i> sp. on the photosynthetic growth of microalgae exposed to high concentrations of formate].,['biomass']
39855691,[Metabolic engineering of <i>Escherichia coli</i> for efficient biosynthesis of L-citrulline].,['citrulline']
39855692,[Metabolic engineering of <i>Escherichia coli</i> for the biosynthesis of O-acetyl-L-homoserine].,['homoserine']
39855693,[Engineering of CmpLs enhances L-glutamate production of <i>Corynebacterium glutamicum</i>].,['amino acid']
39855700,[Construction and application of an inducible transcriptional regulatory tool from <i>Medicago truncatula</i> in <i>Saccharomyces cerevisiae</i>].,['carotenoid']
39855703,[Establishment and application of a genetic operating system in <i>Wickerhamomyces ciferrii</i> for the synthesis of tetraacetyl phytosphingosine].,['tetraacetylphytosphingosine']
39855704,[Transaminases: high-throughput screening <i>via</i> a ketone-fluorescent probe and applications].,['amine']
39858813,A Rewired NADPH-Dependent Redox Shuttle for Testing Peroxisomal Compartmentalization of Synthetic Metabolic Pathways in <i>Komagataella phaffii</i>.,['3HP']
39858954,Improving Geldanamycin Production in <i>Streptomyces geldanamycininus</i> Through UV Mutagenesis of Protoplast.,['antibiotic']
39863056,Exploring and increased acetate biosynthesis in Synechocystis PCC 6803 through insertion of a heterologous phosphoketolase and overexpressing phosphotransacetylase.,['acetate']
39863179,Enhanced production of recombinant calf chymosin in Kluyveromyces lactis via CRISPR-Cas9 engineering.,['calfchymosin']
39864144,Pylb-based overexpression of cytochrome P450 in Bacillus subtilis 168.,['inducer']
39864709,Developing a highly efficient 4-hydroxyphenylacetate-3-hydroxylase for salvianic acid A synthesis by computer-aided molecular modification.,['salvianate']
39865728,CRISPR-Cas9 Cytidine-Base-Editor Mediated Continuous <i>In Vivo</i> Evolution in <i>Aspergillus nidulans</i>.,['ctot']
39866879,Refactoring the pikromycin synthase for the modular biosynthesis of macrolide antibiotics in E. coli.,['antibiotic']
39868360,High-level production of free fatty acids from lignocellulose hydrolysate by co-utilizing glucose and xylose in yeast.,['fatty acid']
39868826,Bioenergetic trade-offs can reveal the path to superior microbial CO<sub>2</sub> fixation pathways.,['atp4']
39869196,Characterization of a novel D-sorbitol dehydrogenase from Faunimonas pinastri A52C2.,['sorbose']
39869203,Engineering yeast to produce fraxetin from ferulic acid and lignin.,['fraxetin']
39870203,"Prenol production in a microbial host via the ""Repass"" Pathways.",['prenol']
39871105,Engineered Passive Glucose Uptake in Pseudomonas taiwanensis VLB120 Increases Resource Efficiency for Bioproduction.,['principal']
39871278,Involvement of the intracellular β-glucosidase BGL1B from Aspergillus niger in the regulation of lignocellulose-degrading enzymes' synthesis.,['enzyme']
39873813,Engineering Saccharomyces cerevisiae for growth on xylose using an oxidative pathway.,['distinct']
39874929,Microbial synthesis of m-tyrosine via whole-cell biocatalysis.,['mtyrosine']
39881394,Turning residues into valuable compounds: organic waste conversion into odd-chain fatty acids via the carboxylate platform by recombinant oleaginous yeast.,['fatty acid']
39882950,Highly Efficient Biosynthesis of Rebaudioside M9 through Enzyme Screening and Structure-Guided Engineering.,['rebaudiosidem9']
39883255,Unravelling the aromatic symphony: redirecting bifunctional mushroom synthases towards linalool monofunctionality.,
39883335,Optimization of central carbon metabolism by Warburg effect of human cancer cell improves triterpenes biosynthesis in yeast.,['triterpene']
39883341,Increasing the robustness of Escherichia coli for aromatic chemicals production through transcription factor engineering.,['aromatic']
39883850,Modular Metabolic Engineering of <i>Saccharomyces cerevisiae</i> for Enhanced Production of Ursolic Acid.,['ursolate']
39885154,Biocatalytic enantioselective formation and ring-opening of oxetanes.,['oxetane']
39886430,Exploiting the inherent promiscuity of the acyl transferase of the stambomycin polyketide synthase for the mutasynthesis of analogues.,
39888545,Production of HMF-derivatives from wine residues using Saccharomyces cerevisiae as whole-cell biocatalyst.,['hmf']
39891194,Resourceful and economical designing of fermentation medium for lab and commercial strains of yeast from alternative feedstock: 'transgenic oilcane'.,['hydrolysate']
39893678,Efficient <i>Escherichia coli</i> Platform for Cannabinoid Precursor Olivetolic Acid Biosynthesis from Inexpensive Inputs.,['cannabinoidprecursorolivetolate']
39893685,Dynamic Regulation of the l-Proline Pathway for Efficient l-Arginine Production in <i>Escherichia coli</i>.,['amino acid']
39893828,The combination of ultraviolet mutagenesis and PPX1 overexpression synergistically enhanced S-adenosyl-L-methionine synthesis in industrial Saccharomyces cerevisiae.,['amino acid']
39894176,Model-driven engineering of Cutaneotrichosporon oleaginosus ATCC 20509 for improved microbial oil production.,['fatty acid']
39898276,Optogenetic control of gene expression in the cyanobacterium <i>Synechococcus</i> sp. PCC 7002.,['dna']
39899813,<i>De Novo</i> Synthesis of Reticuline and Taxifolin Using Re-engineered Homologous Recombination in <i>Yarrowia lipolytica</i>.,['reticulinetaxifolin']
39904128,An all-in-one strategy for the simultaneous production of bioplastics and degrading enzymes in engineered Escherichia coli.,['plasticsenzyme']
39904450,Targeted knockout and plasmid-based transfer of NRPS/PKS for improving lipopeptide iturin A synthesis.,['iturin']
39905070,Molecular basis for azetidine-2-carboxylic acid biosynthesis.,['azetidine2carboxylate']
39905116,Engineering a phi15-based expression system for stringent gene expression in Pseudomonas putida.,['protein']
39905239,Engineering a promiscuous prenyltransferase for selective biosynthesis of an undescribed bioactive cannabinoid analog.,['cannabinoidanalog']
39905471,Increased distribution of carbon metabolic flux during de novo cytidine biosynthesis via attenuation of the acetic acid metabolism pathway in Escherichia coli.,['cytidine']
39905769,<i>De Novo</i> Synthesis of Tyramine in Engineered <i>Escherichia coli</i> Using Two-Stage Dissolved Oxygen-Controlled Fermentation.,['tyraminium']
39910564,Efficient biosynthesis of β-caryophyllene by engineered Yarrowia lipolytica.,['caryophyllene']
39910976,Construction of a CRISPR-Cas9-Based Genetic Editing Tool for Serratia marcescens Using a Stationary Phase Promoter and Its Application in Putrescine Production.,['butanediammonium']
39912504,Efficient fermentative production of lactodifucotetraose by controlling sequential glycosyltransferase reactions in Escherichia coli.,['fucp1>2betadgalp1>4alphalfucp1>3dglcp']
39914488,A functional cascading of lignin modification via repression of caffeic acid O-methyltransferase for bioproduction and anti-oxidation in rice.,['lignin']
39915589,Expanding Yarrowia lipolytica's metabolic potential for detoxification of cyanogenic glycosides in edible plants.,['fatty acid']
39915674,Development of tolerance to bedaquiline by overexpression of trypanosomal acetate: succinate CoA transferase in Mycobacterium smegmatis.,['atp4']
39917286,Multienzymatic Platform for Coupling a CCU Strategy to Waste Valorization: CO<sub>2</sub> from the Iron and Steel Industry and Crude Glycerol from Biodiesel Production.,['other biofuel']
39917769,Coupling genome-wide continuous perturbation with biosensor screening reveals the potential targets in yeast isopentanol synthesis network.,['isoamylol']
39919427,Molecular modification of a GH84 β-N-acetylglucosaminidase from Streptomyces violascens for synthesis of lacto-N-triose II using whey powder and chitin-derived N-acetyl chitobiose.,['lactontriose']
39921313,Engineering a novel entomopathogenic strain Pseudomonas chlororaphis for efficient production of double-stranded RNAs and pest control.,['rnaspest']
39921326,Engineering Yarrowia lipolytica to Enhance the Production of Malonic Acid via Malonyl-CoA Pathway at High Titer.,['malonate2']
39921796,Construction of a multienzyme cascade reaction system and its application in D-tagatose biosynthesis.,['ltienzyme']
39921801,Substrate-dependent lipid and β-carotene production in engineered Yarrowia lipolytica: a comparative study.,['carotenoid']
39923861,"Energy metabolism coordination for the byproduct-free biosynthesis of 1,3-propanediol in Escherichia coli.",['propanediol']
39923862,Secretory and metabolic engineering of squalene in Yarrowia lipolytica.,['lipid']
39924442,Grape Stalks Valorization towards Circular Economy: A Cascade Biorefinery Strategy.,['eightsequential']
39925943,Optimizing longifolene production in <i>Yarrowia lipolytica</i> via metabolic and protein engineering.,['longifolene']
